UV254(mJ cm-2),NH2Cl(mg/L),Fe3+ (mg/L),pH,NB (micromolar),TBA(mM),ONP(mg/L),HCO3-(mM),Cl-(mM),NO2-(mM),NO3-(mM),Kobs (min-1)
702,10,9.1,3,0,0,5,18,0,0,0,0.0874
702,10,9.1,3,0,0,5,24,0,0,0,0.0869
702,10,9.1,3,0,0,5,0,0,0,0,0.0914
702,10,9.1,3,0,0,5,0,1,0,0,0.0917
702,10,9.1,3,0,0,5,0,3,0,0,0.0921
702,10,9.1,3,0,0,5,0,6,0,0,0.0925
702,10,9.1,3,0,0,5,0,9,0,0,0.093
702,10,9.1,3,0,0,5,0,11,0,0,0.0928
702,10,9.1,3,0,0,5,0,15,0,0,0.0924
702,10,9.1,3,0,0,5,0,0,0,0,0.0914
702,10,9.1,3,0,0,5,0,0,1,0,0.0913
702,10,9.1,3,0,0,5,0,0,3,0,0.0909
702,10,9.1,3,0,0,5,0,0,5,0,0.0904
702,10,9.1,3,0,0,5,0,0,8,0,0.0901
702,10,9.1,3,0,0,5,0,0,10,0,0.0897
702,10,9.1,3,0,0,5,0,0,13,0,0.0892
702,10,9.1,3,0,0,5,0,0,0,0,0.0914
702,10,9.1,3,0,0,5,0,0,0,3,0.0919
702,10,9.1,3,0,0,5,0,0,0,6,0.0924
702,10,9.1,3,0,0,5,0,0,0,9,0.0929
702,10,9.1,3,0,0,5,0,0,0,12,0.0931
702,10,9.1,3,0,0,5,0,0,0,15,0.0935
702,10,9.1,3,0,0,5,0,0,0,18,0.0937
702,10,9.1,3,0,0,5,0,0,0,21,0.0934
702,10,9.1,3,0,0,5,0,0,0,24,0.0932
702,5,9.1,3,0,0,5,0,0,0,0,0.0423
702,5,9.1,3,0,0,5,6,0,0,0,0.0419
702,5,9.1,3,0,0,5,8,0,0,0,0.0416
702,5,9.1,3,0,0,5,10,0,0,0,0.0411
702,5,9.1,3,0,0,5,12,0,0,0,0.0405
702,5,9.1,3,0,0,5,14,0,0,0,0.0401
702,5,9.1,3,0,0,5,16,0,0,0,0.0396
702,5,9.1,3,0,0,5,18,0,0,0,0.039
702,5,9.1,3,0,0,5,24,0,0,0,0.0384
702,5,9.1,3,0,0,5,0,0,0,0,0.0423
702,5,9.1,3,0,0,5,0,1,0,0,0.0425
702,5,9.1,3,0,0,5,0,3,0,0,0.0429
702,5,9.1,3,0,0,5,0,6,0,0,0.0435
702,5,9.1,3,0,0,5,0,9,0,0,0.0441
702,5,9.1,3,0,0,5,0,11,0,0,0.0441
702,5,9.1,3,0,0,5,0,15,0,0,0.0435
702,5,9.1,3,0,0,5,0,0,0,0,0.0423
702,5,9.1,3,0,0,5,0,0,1,0,0.0421
702,5,9.1,3,0,0,5,0,0,3,0,0.0416
702,5,9.1,3,0,0,5,0,0,5,0,0.0413
702,5,9.1,3,0,0,5,0,0,8,0,0.0407
702,5,9.1,3,0,0,5,0,0,10,0,0.0401
702,5,9.1,3,0,0,5,0,0,13,0,0.0395
702,5,9.1,3,0,0,5,0,0,0,0,0.0423
702,5,9.1,3,0,0,5,0,0,0,3,0.0427
702,5,9.1,3,0,0,5,0,0,0,6,0.04231
702,5,9.1,3,0,0,5,0,0,0,9,0.0438
702,5,9.1,3,0,0,5,0,0,0,12,0.0441
702,5,9.1,3,0,0,5,0,0,0,15,0.0445
702,5,9.1,3,0,0,5,0,0,0,18,0.0451
702,5,9.1,3,0,0,5,0,0,0,21,0.0452
702,5,9.1,3,0,0,5,0,0,0,24,0.044
702,15,9.1,3,0,0,5,0,0,0,0,0.0898
702,15,9.1,3,0,0,5,6,0,0,0,0.0894
702,15,9.1,3,0,0,5,8,0,0,0,0.0885
702,15,9.1,3,0,0,5,10,0,0,0,0.0875
702,15,9.1,3,0,0,5,12,0,0,0,0.0864
702,15,9.1,3,0,0,5,14,0,0,0,0.0855
702,15,9.1,3,0,0,5,16,0,0,0,0.0845
702,15,9.1,3,0,0,5,18,0,0,0,0.0841
702,15,9.1,3,0,0,5,24,0,0,0,0.0835
702,15,9.1,3,0,0,5,0,0,0,0,0.0898
702,15,9.1,3,0,0,5,0,1,0,0,0.09
702,15,9.1,3,0,0,5,0,3,0,0,0.0902
702,15,9.1,3,0,0,5,0,6,0,0,0.0906
702,15,9.1,3,0,0,5,0,9,0,0,0.0908
702,15,9.1,3,0,0,5,0,11,0,0,0.0911
702,15,9.1,3,0,0,5,0,15,0,0,0.0905
702,15,9.1,3,0,0,5,0,0,0,0,0.0898
702,15,9.1,3,0,0,5,0,0,1,0,0.0894
702,15,9.1,3,0,0,5,0,0,3,0,0.0882
702,15,9.1,3,0,0,5,0,0,5,0,0.0871
702,15,9.1,3,0,0,5,0,0,8,0,0.0864
702,15,9.1,3,0,0,5,0,0,10,0,0.0861
702,15,9.1,3,0,0,5,0,0,13,0,0.0859
702,15,9.1,3,0,0,5,0,0,0,0,0.0898
702,15,9.1,3,0,0,5,0,0,0,3,0.0903
702,15,9.1,3,0,0,5,0,0,0,6,0.0909
702,15,9.1,3,0,0,5,0,0,0,9,0.0915
702,15,9.1,3,0,0,5,0,0,0,12,0.0917
702,15,9.1,3,0,0,5,0,0,0,15,0.0921
702,15,9.1,3,0,0,5,0,0,0,18,0.0925
702,15,9.1,3,0,0,5,0,0,0,21,0.0931
702,15,9.1,3,0,0,5,0,0,0,24,0.0921
702,20,9.1,3,0,0,5,0,0,0,0,0.0816
702,20,9.1,3,0,0,5,6,0,0,0,0.0811
702,20,9.1,3,0,0,5,8,0,0,0,0.0806
702,20,9.1,3,0,0,5,10,0,0,0,0.0801
702,20,9.1,3,0,0,5,12,0,0,0,0.0794
702,20,9.1,3,0,0,5,14,0,0,0,0.0785
702,20,9.1,3,0,0,5,16,0,0,0,0.0781
702,20,9.1,3,0,0,5,18,0,0,0,0.0775
702,20,9.1,3,0,0,5,24,0,0,0,0.0762
702,15,9.1,3,0,0,5,0,0,0,0,0.0816
702,15,9.1,3,0,0,5,0,1,0,0,0.0818
702,15,9.1,3,0,0,5,0,3,0,0,0.0819
702,15,9.1,3,0,0,5,0,6,0,0,0.0822
702,15,9.1,3,0,0,5,0,9,0,0,0.0824
702,15,9.1,3,0,0,5,0,11,0,0,0.0819
702,15,9.1,3,0,0,5,0,15,0,0,0.0814
702,15,9.1,3,0,0,5,0,0,0,0,0.0816
702,15,9.1,3,0,0,5,0,0,1,0,0.0811
702,15,9.1,3,0,0,5,0,0,3,0,0.0804
702,15,9.1,3,0,0,5,0,0,5,0,0.0799
702,15,9.1,3,0,0,5,0,0,8,0,0.0793
702,15,9.1,3,0,0,5,0,0,10,0,0.0789
702,15,9.1,3,0,0,5,0,0,13,0,0.0784
702,15,9.1,3,0,0,5,0,0,0,0,0.0816
702,15,9.1,3,0,0,5,0,0,0,3,0.0819
702,15,9.1,3,0,0,5,0,0,0,6,0.0823
702,15,9.1,3,0,0,5,0,0,0,9,0.0829
702,15,9.1,3,0,0,5,0,0,0,12,0.0835
702,15,9.1,3,0,0,5,0,0,0,15,0.0841
702,15,9.1,3,0,0,5,0,0,0,18,0.0847
702,15,9.1,3,0,0,5,0,0,0,21,0.0853
702,15,9.1,3,0,0,5,0,0,0,24,0.0844
702,20,9.1,3,0,0,5,0,0,0,0,0.0745
702,20,9.1,3,0,0,5,6,0,0,0,0.0739
702,20,9.1,3,0,0,5,8,0,0,0,0.0736
702,20,9.1,3,0,0,5,10,0,0,0,0.0729
702,20,9.1,3,0,0,5,12,0,0,0,0.0725
702,20,9.1,3,0,0,5,14,0,0,0,0.0721
702,20,9.1,3,0,0,5,16,0,0,0,0.0714
702,20,9.1,3,0,0,5,18,0,0,0,0.0711
702,20,9.1,3,0,0,5,24,0,0,0,0.0701
702,20,9.1,3,0,0,5,0,0,0,0,0.0745
702,20,9.1,3,0,0,5,0,1,0,0,0.0748
702,20,9.1,3,0,0,5,0,3,0,0,0.075
702,20,9.1,3,0,0,5,0,6,0,0,0.0752
702,20,9.1,3,0,0,5,0,9,0,0,0.0756
702,20,9.1,3,0,0,5,0,11,0,0,0.0758
702,20,9.1,3,0,0,5,0,15,0,0,0.0745
702,20,9.1,3,0,0,5,0,0,0,0,0.0745
702,20,9.1,3,0,0,5,0,0,1,0,0.0741
702,20,9.1,3,0,0,5,0,0,3,0,0.0735
702,20,9.1,3,0,0,5,0,0,5,0,0.0724
702,20,9.1,3,0,0,5,0,0,8,0,0.0719
702,20,9.1,3,0,0,5,0,0,10,0,0.0714
702,20,9.1,3,0,0,5,0,0,13,0,0.0703
702,20,9.1,3,0,0,5,0,0,0,0,0.0745
702,20,9.1,3,0,0,5,0,0,0,3,0.0751
702,20,9.1,3,0,0,5,0,0,0,6,0.0755
702,20,9.1,3,0,0,5,0,0,0,9,0.0757
702,20,9.1,3,0,0,5,0,0,0,12,0.0761
702,20,9.1,3,0,0,5,0,0,0,15,0.0764
702,20,9.1,3,0,0,5,0,0,0,18,0.0769
702,20,9.1,3,0,0,5,0,0,0,21,0.0755
702,20,9.1,3,0,0,5,0,0,0,24,0.0751
702,25,9.1,3,0,0,5,0,0,0,0,0.0621
702,25,9.1,3,0,0,5,6,0,0,0,0.0617
702,25,9.1,3,0,0,5,8,0,0,0,0.0613
702,25,9.1,3,0,0,5,10,0,0,0,0.0604
702,25,9.1,3,0,0,5,12,0,0,0,0.0598
702,25,9.1,3,0,0,5,14,0,0,0,0.0593
702,25,9.1,3,0,0,5,16,0,0,0,0.0589
702,25,9.1,3,0,0,5,18,0,0,0,0.0585
702,25,9.1,3,0,0,5,24,0,0,0,0.0578
702,25,9.1,3,0,0,5,0,0,0,0,0.0621
702,25,9.1,3,0,0,5,0,1,0,0,0.0623
702,25,9.1,3,0,0,5,0,3,0,0,0.0624
702,25,9.1,3,0,0,5,0,6,0,0,0.0629
702,25,9.1,3,0,0,5,0,9,0,0,0.0631
702,25,9.1,3,0,0,5,0,11,0,0,0.0629
702,25,9.1,3,0,0,5,0,15,0,0,0.0619
702,25,9.1,3,0,0,5,0,0,0,0,0.0621
702,25,9.1,3,0,0,5,0,0,1,0,0.0618
702,25,9.1,3,0,0,5,0,0,3,0,0.0614
702,25,9.1,3,0,0,5,0,0,5,0,0.061
702,25,9.1,3,0,0,5,0,0,8,0,0.0603
702,25,9.1,3,0,0,5,0,0,10,0,0.0595
702,25,9.1,3,0,0,5,0,0,13,0,0.0591
702,25,9.1,3,0,0,5,0,0,0,0,0.0621
702,25,9.1,3,0,0,5,0,0,0,3,0.0624
702,25,9.1,3,0,0,5,0,0,0,6,0.063
702,25,9.1,3,0,0,5,0,0,0,9,0.0633
702,25,9.1,3,0,0,5,0,0,0,12,0.0637
702,25,9.1,3,0,0,5,0,0,0,15,0.0639
702,25,9.1,3,0,0,5,0,0,0,18,0.0635
702,25,9.1,3,0,0,5,0,0,0,21,0.0631
702,25,9.1,3,0,0,5,0,0,0,24,0.063
702,10,0,3,0,0,5,0,0,0,0,0.0211
702,10,1.12,3,0,0,5,0,0,0,0,0.0313
702,10,1.12,3,0,0,5,6,0,0,0,0.031
702,10,1.12,3,0,0,5,8,0,0,0,0.0307
702,10,1.12,3,0,0,5,10,0,0,0,0.0304
702,10,1.12,3,0,0,5,12,0,0,0,0.0299
702,10,1.12,3,0,0,5,14,0,0,0,0.0294
702,10,1.12,3,0,0,5,16,0,0,0,0.0289
702,10,1.12,3,0,0,5,18,0,0,0,0.0284
702,10,1.12,3,0,0,5,24,0,0,0,0.0278
702,10,1.12,3,0,0,5,0,0,0,0,0.0313
702,10,1.12,3,0,0,5,0,1,0,0,0.0314
702,10,1.12,3,0,0,5,0,3,0,0,0.0317
702,10,1.12,3,0,0,5,0,6,0,0,0.0321
702,10,1.12,3,0,0,5,0,9,0,0,0.0324
702,10,1.12,3,0,0,5,0,11,0,0,0.0326
702,10,1.12,3,0,0,5,0,15,0,0,0.0322
702,10,1.12,3,0,0,5,0,0,0,0,0.0313
702,10,1.12,3,0,0,5,0,0,1,0,0.0309
702,10,1.12,3,0,0,5,0,0,3,0,0.0303
702,10,1.12,3,0,0,5,0,0,5,0,0.0298
702,10,1.12,3,0,0,5,0,0,8,0,0.0294
702,10,1.12,3,0,0,5,0,0,10,0,0.0287
702,10,1.12,3,0,0,5,0,0,13,0,0.0283
702,10,1.12,3,0,0,5,0,0,0,0,0.0313
702,10,1.12,3,0,0,5,0,0,0,3,0.0316
702,10,1.12,3,0,0,5,0,0,0,6,0.0321
702,10,1.12,3,0,0,5,0,0,0,9,0.0322
702,10,1.12,3,0,0,5,0,0,0,12,0.0325
702,10,1.12,3,0,0,5,0,0,0,15,0.0327
702,10,1.12,3,0,0,5,0,0,0,18,0.0328
702,10,1.12,3,0,0,5,0,0,0,21,0.0325
702,10,1.12,3,0,0,5,0,0,0,24,0.0321
702,10,4.55,3,0,0,5,0,0,0,0,0.0514
702,10,4.55,3,0,0,5,6,0,0,0,0.0511
702,10,4.55,3,0,0,5,8,0,0,0,0.0507
702,10,4.55,3,0,0,5,10,0,0,0,0.0502
702,10,4.55,3,0,0,5,12,0,0,0,0.0496
702,10,4.55,3,0,0,5,14,0,0,0,0.049
702,10,4.55,3,0,0,5,16,0,0,0,0.0487
702,10,4.55,3,0,0,5,18,0,0,0,0.048
702,10,4.55,3,0,0,5,24,0,0,0,0.0475
702,10,4.55,3,0,0,5,0,0,0,0,0.0514
702,10,4.55,3,0,0,5,0,1,0,0,0.0517
702,10,4.55,3,0,0,5,0,3,0,0,0.0521
702,10,4.55,3,0,0,5,0,6,0,0,0.0526
702,10,4.55,3,0,0,5,0,9,0,0,0.0532
702,10,4.55,3,0,0,5,0,11,0,0,0.0529
702,10,4.55,3,0,0,5,0,15,0,0,0.0523
702,10,4.55,3,0,0,5,0,0,0,0,0.0514
702,10,4.55,3,0,0,5,0,0,1,0,0.0509
702,10,4.55,3,0,0,5,0,0,3,0,0.0506
702,10,4.55,3,0,0,5,0,0,5,0,0.0502
702,10,4.55,3,0,0,5,0,0,8,0,0.0496
702,10,4.55,3,0,0,5,0,0,10,0,0.0492
702,10,4.55,3,0,0,5,0,0,13,0,0.0487
702,10,4.55,3,0,0,5,0,0,0,0,0.0514
702,10,4.55,3,0,0,5,0,0,0,3,0.0518
702,10,4.55,3,0,0,5,0,0,0,6,0.0521
702,10,4.55,3,0,0,5,0,0,0,9,0.0528
702,10,4.55,3,0,0,5,0,0,0,12,0.0531
702,10,4.55,3,0,0,5,0,0,0,15,0.0534
702,10,4.55,3,0,0,5,0,0,0,18,0.0536
702,10,4.55,3,0,0,5,0,0,0,21,0.0532
702,10,4.55,3,0,0,5,0,0,0,24,0.0525
702,10,18.2,3,0,0,5,0,0,0,0,0.0659
702,10,18.2,3,0,0,5,6,0,0,0,0.0651
702,10,18.2,3,0,0,5,8,0,0,0,0.0642
702,10,18.2,3,0,0,5,10,0,0,0,0.0635
702,10,18.2,3,0,0,5,12,0,0,0,0.063
702,10,18.2,3,0,0,5,14,0,0,0,0.0629
702,10,18.2,3,0,0,5,16,0,0,0,0.0627
702,10,18.2,3,0,0,5,18,0,0,0,0.0624
702,10,18.2,3,0,0,5,24,0,0,0,0.0617
702,10,18.2,3,0,0,5,0,0,0,0,0.0659
702,10,18.2,3,0,0,5,0,1,0,0,0.0661
702,10,18.2,3,0,0,5,0,3,0,0,0.0663
702,10,18.2,3,0,0,5,0,6,0,0,0.067
702,10,18.2,3,0,0,5,0,9,0,0,0.0673
702,10,18.2,3,0,0,5,0,11,0,0,0.0675
702,10,18.2,3,0,0,5,0,15,0,0,0.066
702,10,18.2,3,0,0,5,0,0,0,0,0.0659
702,10,18.2,3,0,0,5,0,0,1,0,0.0654
702,10,18.2,3,0,0,5,0,0,3,0,0.0649
702,10,18.2,3,0,0,5,0,0,5,0,0.0642
702,10,18.2,3,0,0,5,0,0,8,0,0.0636
702,10,18.2,3,0,0,5,0,0,10,0,0.0632
702,10,18.2,3,0,0,5,0,0,13,0,0.0624
702,10,18.2,3,0,0,5,0,0,0,0,0.0659
702,10,18.2,3,0,0,5,0,0,0,3,0.0663
702,10,18.2,3,0,0,5,0,0,0,6,0.0667
702,10,18.2,3,0,0,5,0,0,0,9,0.0671
702,10,18.2,3,0,0,5,0,0,0,12,0.0675
702,10,18.2,3,0,0,5,0,0,0,15,0.0682
702,10,18.2,3,0,0,5,0,0,0,18,0.0687
702,10,18.2,3,0,0,5,0,0,0,21,0.0678
702,10,18.2,3,0,0,5,0,0,0,24,0.066
702,10,9.1,3,0,0,10,0,0,0,0,0.0624
702,10,9.1,3,0,0,10,6,0,0,0,0.0619
702,10,9.1,3,0,0,10,8,0,0,0,0.0617
702,10,9.1,3,0,0,10,10,0,0,0,0.0613
702,10,9.1,3,0,0,10,12,0,0,0,0.0609
702,10,9.1,3,0,0,10,14,0,0,0,0.0604
702,10,9.1,3,0,0,10,16,0,0,0,0.0603
702,10,9.1,3,0,0,10,18,0,0,0,0.0597
702,10,9.1,3,0,0,10,24,0,0,0,0.0592
702,10,9.1,3,0,0,10,0,0,0,0,0.0624
702,10,9.1,3,0,0,10,0,1,0,0,0.0626
702,10,9.1,3,0,0,10,0,3,0,0,0.0629
702,10,9.1,3,0,0,10,0,6,0,0,0.0635
702,10,9.1,3,0,0,10,0,9,0,0,0.0639
702,10,9.1,3,0,0,10,0,11,0,0,0.0641
702,10,9.1,3,0,0,10,0,15,0,0,0.0635
702,10,9.1,3,0,0,10,0,0,0,0,0.0624
702,10,9.1,3,0,0,10,0,0,1,0,0.0621
702,10,9.1,3,0,0,10,0,0,3,0,0.0617
702,10,9.1,3,0,0,10,0,0,5,0,0.0613
702,10,9.1,3,0,0,10,0,0,8,0,0.0608
702,10,9.1,3,0,0,10,0,0,10,0,0.0603
702,10,9.1,3,0,0,10,0,0,13,0,0.0596
702,10,9.1,3,0,0,10,0,0,0,0,0.0624
702,10,9.1,3,0,0,10,0,0,0,3,0.0627
702,10,9.1,3,0,0,10,0,0,0,6,0.0631
702,10,9.1,3,0,0,10,0,0,0,9,0.0635
702,10,9.1,3,0,0,10,0,0,0,12,0.0637
702,10,9.1,3,0,0,10,0,0,0,15,0.0641
702,10,9.1,3,0,0,10,0,0,0,18,0.0647
702,10,9.1,3,0,0,10,0,0,0,21,0.0642
702,10,9.1,3,0,0,10,0,0,0,24,0.0635
702,10,9.1,3,0,0,15,0,0,0,0,0.0436
702,10,9.1,3,0,0,15,6,0,0,0,0.0429
702,10,9.1,3,0,0,15,8,0,0,0,0.0425
702,10,9.1,3,0,0,15,10,0,0,0,0.0419
702,10,9.1,3,0,0,15,12,0,0,0,0.0415
702,10,9.1,3,0,0,15,14,0,0,0,0.0411
702,10,9.1,3,0,0,15,16,0,0,0,0.0406
702,10,9.1,3,0,0,15,18,0,0,0,0.0398
702,10,9.1,3,0,0,15,24,0,0,0,0.0394
702,10,9.1,3,0,0,15,0,0,0,0,0.0436
702,10,9.1,3,0,0,15,0,1,0,0,0.0441
702,10,9.1,3,0,0,15,0,3,0,0,0.0447
702,10,9.1,3,0,0,15,0,6,0,0,0.0451
702,10,9.1,3,0,0,15,0,9,0,0,0.0455
702,10,9.1,3,0,0,15,0,11,0,0,0.0461
702,10,9.1,3,0,0,15,0,15,0,0,0.0445
702,10,9.1,3,0,0,15,0,0,0,0,0.0436
702,10,9.1,3,0,0,15,0,0,1,0,0.0431
702,10,9.1,3,0,0,15,0,0,3,0,0.0427
702,10,9.1,3,0,0,15,0,0,5,0,0.0421
702,10,9.1,3,0,0,15,0,0,8,0,0.0417
702,10,9.1,3,0,0,15,0,0,10,0,0.0413
702,10,9.1,3,0,0,15,0,0,13,0,0.0405
702,10,9.1,3,0,0,15,0,0,0,0,0.0436
702,10,9.1,3,0,0,15,0,0,0,3,0.0439
702,10,9.1,3,0,0,15,0,0,0,6,0.0441
702,10,9.1,3,0,0,15,0,0,0,9,0.0443
702,10,9.1,3,0,0,15,0,0,0,12,0.0445
702,10,9.1,3,0,0,15,0,0,0,15,0.045
702,10,9.1,3,0,0,15,0,0,0,18,0.0447
702,10,9.1,3,0,0,15,0,0,0,21,0.0441
702,10,9.1,3,0,0,15,0,0,0,24,0.0436
702,10,9.1,3,0,0,5,0,0,0,0,0.0914
702,10,9.1,3,0,4,5,0,0,0,0,0.0504
702,10,9.1,3,0,8,5,0,0,0,0,0.0325
702,10,9.1,3,0,12,5,0,0,0,0,0.0196
702,10,9.1,3,0,16,5,0,0,0,0,0.0135
702,10,9.1,3,20,0,5,0,0,0,0,0.0835
702,10,9.1,3,40,0,5,0,0,0,0,0.0444
702,10,9.1,3,60,0,5,0,0,0,0,0.0401
702,10,9.1,3,80,0,5,0,0,0,0,0.0305
702,10,9.1,3,100,0,5,0,0,0,0,0.0285
1638,10,9.1,3,0,0,5,0,0,0,0,0.185
1638,10,9.1,3,0,4,5,0,0,0,0,0.119
1638,10,9.1,3,0,8,5,0,0,0,0,0.0552
1638,10,9.1,3,0,12,5,0,0,0,0,0.051
1638,10,9.1,3,0,16,5,0,0,0,0,0.0364
1638,10,9.1,3,20,0,5,0,0,0,0,0.123
1638,10,9.1,3,40,0,5,0,0,0,0,0.101
1638,10,9.1,3,60,0,5,0,0,0,0,0.0852
1638,10,9.1,3,80,0,5,0,0,0,0,0.0712
1638,10,9.1,3,100,0,5,0,0,0,0,0.0625
1638,10,9.1,5,0,0,5,0,0,0,0,0.082
1638,10,9.1,5,0,4,5,0,0,0,0,0.0623
1638,10,9.1,5,0,8,5,0,0,0,0,0.0452
1638,10,9.1,5,0,12,5,0,0,0,0,0.0325
1638,10,9.1,5,0,16,5,0,0,0,0,0.0125
1638,10,9.1,5,20,0,5,0,0,0,0,0.063
1638,10,9.1,5,40,0,5,0,0,0,0,0.0541
1638,10,9.1,5,60,0,5,0,0,0,0,0.04562
1638,10,9.1,5,80,0,5,0,0,0,0,0.035
1638,10,9.1,5,100,0,5,0,0,0,0,0.0241
1638,10,9.1,7,0,0,5,0,0,0,0,0.047
1638,10,9.1,7,0,4,5,0,0,0,0,0.025
1638,10,9.1,7,0,8,5,0,0,0,0,0.0241
1638,10,9.1,7,0,12,5,0,0,0,0,0.0211
1638,10,9.1,7,0,16,5,0,0,0,0,0.0155
1638,10,9.1,7,20,0,5,0,0,0,0,0.042
1638,10,9.1,7,40,0,5,0,0,0,0,0.035
1638,10,9.1,7,60,0,5,0,0,0,0,0.031
1638,10,9.1,7,80,0,5,0,0,0,0,0.0215
1638,10,9.1,7,100,0,5,0,0,0,0,0.0207
1638,10,9.1,9,0,0,5,0,0,0,0,0.033
1638,10,9.1,9,0,4,5,0,0,0,0,0.0325
1638,10,9.1,9,0,8,5,0,0,0,0,0.0321
1638,10,9.1,9,0,12,5,0,0,0,0,0.0317
1638,10,9.1,9,0,16,5,0,0,0,0,0.0312
1638,10,9.1,9,20,0,5,0,0,0,0,0.0329
1638,10,9.1,9,40,0,5,0,0,0,0,0.0325
1638,10,9.1,9,60,0,5,0,0,0,0,0.032
1638,10,9.1,9,80,0,5,0,0,0,0,0.0319
1638,10,9.1,9,100,0,5,0,0,0,0,0.0315
